duration,num_trips,utilization,propagated_delay,propagated_delay_err,trip_distance,deadhead_distance
3.7666664123535156,4,0.8274337179426154,0.05739160687766849,0.06332871181733135,81.889,0.0014259021565036771
0.6833333969116211,1,1.0,0.0,0.0,18.649,0.0
3.066666603088379,3,0.8369562073781429,0.003125125109358638,0.013333921773462883,62.36099999999999,0.0014259021565036771
2.25,3,0.7037039862738715,0.0,0.0,39.352999999999994,0.0024552431797201283
3.2666664123535156,5,0.6989794905510331,0.0007986702427919978,0.0038794290688313037,70.372,0.00413839758807929
0.8833332061767578,1,1.0,0.0,0.0,21.121,0.0
3.0166664123535156,3,0.8563535579747623,0.023403377495610334,0.05061907527346017,63.238,0.0007365269044748857
2.6499996185302734,3,0.836477939890439,0.11727512562421996,0.07115960246279875,59.32900000000001,0.0022321001652744602
3.1666669845581055,3,0.7526317643986988,0.09343003775704492,0.06034272727772354,61.58,0.0014259021565036771
3.066666603088379,4,0.48369574513011904,0.06390251149094796,0.03392663080346343,50.116,0.1311755412289252
