stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_code
109825,Mary Ellen at Dover,49.2413,-124.05405,0,109825
110494,3rd St at Hillcrest,49.16272,-123.95925,0,110494
110127,Bruce at Duke,49.15163,-123.94951,0,110127
109993,Labieux at Autumnwood,49.19923,-124.00336,0,109993
109994,Labieux at Porcupine Hill,49.19925,-124.00813,0,109994
109995,Labieux at Oriole,49.19927,-124.01112,0,109995
109987,Meredith at Thunderbird,49.1883,-123.97411,0,109987
109988,Meredith at Manchester,49.18833,-123.98107,0,109988
109989,Meredith at Robbie,49.18836,-123.98647,0,109989
110513,Country Club Exch Bay D,49.20676,-124.00387,0,110513
109996,Labieux at Black Franks,49.19997,-124.01574,0,109996
109998,Jingle Pot at Yon,49.20568,-124.02603,0,109998
109999,Boban at Mostar,49.2087,-124.03329,0,109999
104035,Mostar at Jordan,49.21199,-124.03487,0,104035
110001,Metral at Somerset,49.21557,-124.03139,0,110001
110002,Metral at Bergen Op Zoom,49.21806,-124.03736,0,110002
110003,Metral at Turner,49.22202,-124.04144,0,110003
110004,Metral at Emporer,49.22489,-124.04282,0,110004
110005,Metral 6300 block,49.22877,-124.04341,0,110005
110006,Metral at Enterprise,49.23116,-124.04378,0,110006
110007,Metral 6530 block,49.23301,-124.04813,0,110007
110082,Rosstown at Woodside,49.19638,-124.00085,0,110082
110083,Rosstown 2440 block,49.19563,-124.0042,0,110083
109991,Bowen at Northfield,49.19282,-123.99235,0,109991
110081,Rosstown at Whitney,49.19565,-123.99739,0,110081
110084,Rosstown at Sparrow,49.19559,-124.00821,0,110084
110085,Rosstown at Pheasant,49.19566,-124.01367,0,110085
110086,Pheasant at Stampede,49.19762,-124.01398,0,110086
110020,Labieux at Troy Anne,49.19915,-124.00938,0,110020
110021,Labieux at Autumnwood,49.19912,-124.00389,0,110021
110213,Norwell at 107th St,49.20796,-124.00698,0,110213
110214,Norwell at 105th St,49.20873,-124.01045,0,110214
110215,Norwell at Victoria,49.20797,-124.01516,0,110215
110149,Victoria at Pine,49.15491,-123.9361,0,110149
110150,Victoria at Needham,49.15359,-123.93635,0,110150
110151,Victoria at Rainer,49.14971,-123.93702,0,110151
110152,Victoria at South,49.14806,-123.93734,0,110152
110153,Old Victoria at Bowlsby,49.14092,-123.93036,0,110153
110154,Old Victoria at McKenzie,49.1392,-123.92853,0,110154
110155,Old Victoria at Melideo,49.13742,-123.92576,0,110155
110156,Old Victoria 1100 block,49.13573,-123.92305,0,110156
110120,Howard at Weber,49.14259,-123.95544,0,110120
110121,Howard 860 block,49.14513,-123.95537,0,110121
110122,Howard at 7th St,49.14711,-123.95537,0,110122
110123,7th St at Georgia,49.14751,-123.95346,0,110123
110124,7th St at Bruce,49.14749,-123.95033,0,110124
110125,Bruce at Hewgate,49.14932,-123.94955,0,110125
110503,4th St at Howard,49.1589,-123.95485,0,110503
110128,Bruce at Dundas,49.15312,-123.94968,0,110128
110129,Bruce at 6th St,49.15087,-123.9497,0,110129
110130,Bruce at Hewgate,49.14937,-123.94972,0,110130
110131,Bruce at 7th St,49.1479,-123.94973,0,110131
110132,7th St at Georgia,49.14761,-123.95372,0,110132
110133,Howard at Nova,49.14645,-123.95552,0,110133
110134,Howard at 8th St,49.14323,-123.95556,0,110134
110135,Howard at 9th St,49.14039,-123.95559,0,110135
110018,Jingle Pot at Sloan,49.20446,-124.02254,0,110018
110019,Labieux at Black Franks,49.1999,-124.01588,0,110019
110099,Howard at Foster,49.16106,-123.95536,0,110099
109777,Comox at Terminal,49.17032,-123.9402,0,109777
110470,Vancouver at Bryden,49.17394,-123.94431,0,110470
110471,Vancouver at Townsite,49.17741,-123.94585,0,110471
109780,Townsite at Terminal Ave,49.17717,-123.94814,0,109780
109781,Townsite at Churchill,49.17706,-123.9522,0,109781
109782,Townsite at Millstone,49.17707,-123.95454,0,109782
109783,Millstone at Hunter,49.17928,-123.9549,0,109783
109784,Millstone at Cadogan,49.18144,-123.95482,0,109784
109785,Princess Royal at Hemlock,49.18303,-123.95274,0,109785
109786,Estevan at Brierley,49.18501,-123.95457,0,109786
109787,Estevan at Maple,49.18728,-123.95811,0,109787
109788,Estevan at Brechin,49.1897,-123.96243,0,109788
109789,Departure Bay at Estevan,49.19172,-123.96636,0,109789
109790,Marlborough at Lynburn,49.1938,-123.97146,0,109790
110095,Pine at Fitzwilliam,49.16397,-123.9502,0,110095
110096,Pine at Wentworth,49.16565,-123.95062,0,110096
110097,2nd St at Howard,49.16662,-123.95489,0,110097
110098,Howard at 3rd St,49.16325,-123.95532,0,110098
110100,4th St at Wheatley,49.15899,-123.95596,0,110100
109750,Jingle Pot at Sarum Rise,49.16665,-123.9633,0,109750
110145,Irwin at Esplanade,49.16169,-123.93165,0,110145
110146,Irwin at Milton,49.15817,-123.93143,0,110146
110147,Milton at Haliburton,49.15801,-123.93321,0,110147
110148,Victoria at Kennedy,49.15731,-123.93567,0,110148
110159,Cranberry at Cassidy,49.1261,-123.92002,0,110159
110160,Extension at Cranberry,49.12343,-123.9207,0,110160
110207,Terminal Ave N 1220 block,49.18359,-123.95573,0,110207
